Player,Tm,Salary,Cap Hit,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH,Pos_C,Pos_D,Pos_LW,Pos_RW,,,
Cam Atkinson,PHI,5275000,5875000,32,69,23,27,50,2,10,5.3,18,2,3,6,24,3,0,206,11.2,1275,44,18,4,11,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Travis Konecny,PHI,5250000,5500000,24,66,12,31,43,-19,51,3,9,3,0,2,24,7,0,178,6.7,1154,29,75,9,14,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Shea Theodore,VEG,5200000,5200000,26,67,11,30,41,0,22,6.4,10,1,0,4,20,10,0,165,6.7,1560,83,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,
Ryan Pulock,NYI,5160000,5000000,27,43,3,13,16,3,2,3.2,3,0,0,0,10,2,1,82,3.7,893,109,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Tyler Toffoli,CGY,5125000,4250000,29,40,12,17.33333333,29.33333333,-4.666666667,5.333333333,2.8,6,5.333333333,0.666666667,0.666666667,12,4.666666667,0.666666667,109.3333333,11.36666667,666,14,46,8.666666667,7.333333333,55.13333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Kevin Fiala,MIN,5100000,5100000,25,68,23,38,61,14,32,6.2,19,4,0,4,31,7,0,213,10.8,1178,18,43,3,10,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Alex DeBrincat,CHI,5100000,6400000,24,70,39,28,67,-15,17,7.6,25,14,0,5,15,13,0,227,17.2,1444,31,88,18,32,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Christian Dvorak,MTL,5075000,4450000,25,43,9,11,20,-16,24,1.1,8,1,0,1,8,3,0,71,12.7,760,46,27,430,336,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Damon Severson,NJD,5050000,4166666,27,67,10,29,39,-20,51,4.9,5,5,0,0,18,10,1,142,7,1588,77,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Kirill Kaprizov,MIN,5000000,9000000,24,67,39,46,85,21,26,10.2,29,10,0,4,33,13,0,240,16.3,1267,25,69,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Jared Spurgeon,MIN,5000000,7575000,32,53,6,26,32,25,10,5.6,6,0,0,1,14,12,0,91,6.6,1124,66,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Alex Goligoski,MIN,5000000,5000000,36,60,2,27,29,37,32,5.8,2,0,0,0,23,4,0,68,2.9,1138,81,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Nick Schmaltz,ARI,5000000,5850000,25,50,20,28,48,7,8,5.4,17,3,0,4,24,4,0,95,21.1,885,23,12,91,111,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Brendan Gallagher,MTL,5000000,6500000,29,43,5,9,14,-11,49,0.4,1,4,0,0,9,0,0,110,4.5,654,23,43,10,20,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Jeff Petry,MTL,5000000,6250000,34,57,4,12,16,-10,30,2.3,4,0,0,0,10,1,1,92,4.3,1269,93,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Samuel Girard,COL,5000000,5000000,23,56,5,22,27,1,18,3.7,5,0,0,1,15,7,0,65,7.7,1217,77,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Tyler Seguin,DAL,5000000,9850000,30,67,19,22,41,-15,28,3.5,16,3,0,2,13,9,0,173,11,1190,23,85,375,300,55.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Esa Lindell,DAL,5000000,5800000,27,65,4,19,23,5,6,4.9,3,0,1,0,15,3,1,123,3.3,1453,133,102,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Matt Duchene,NSH,5000000,8000000,31,64,35,35,70,10,22,8.3,21,14,0,6,27,8,0,179,19.6,1207,24,21,103,84,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Mattias Ekholm,NSH,5000000,3750000,31,63,5,18,23,13,36,4.7,5,0,0,1,15,2,1,117,4.3,1479,77,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Jonathan Marchessault,VEG,5000000,5000000,31,65,28,30,58,2,34,6.7,23,5,0,3,16,14,0,226,12.4,1146,12,50,38,51,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,
Ryan Strome,NYR,5000000,4500000,28,62,15,30,45,5,63,4.3,12,3,0,4,21,9,0,137,10.9,1136,16,38,323,400,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Nicklas Backstrom,WSH,5000000,9200000,34,36,6,20,26,-6,6,1.9,5,1,0,1,9,11,0,57,10.5,640,11,13,239,283,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,
Justin Schultz,WSH,5000000,4000000,31,61,2,13,15,-11,8,1.8,1,1,0,1,11,2,0,74,2.7,1040,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,
Kyle Palmieri,NYI,5000000,5000000,30,55,13,14,27,2,51,2.8,12,1,0,5,12,2,0,120,10.8,853,17,63,11,25,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Josh Bailey,NYI,5000000,5000000,32,60,8,25,33,0,6,2.6,7,1,0,1,19,6,0,68,11.8,1009,20,15,42,64,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ryan Nugent-Hopkins,EDM,5000000,5125000,28,51,9,34,43,4,10,3.4,7,1,1,1,13,19,2,129,7,999,26,38,130,196,39.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Evgenii Dadonov,VEG,5000000,5000000,32,67,17,17,34,1,14,3.3,12,5,0,3,14,3,0,165,10.3,1066,23,57,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
Michael Matheson,PIT,5000000,4875000,27,62,10,17,27,7,22,5.2,10,0,0,5,15,2,0,112,8.9,1157,66,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
TJ Brodie,TOR,5000000,5000000,31,68,4,18,22,18,24,4.6,4,0,0,0,15,1,2,57,7,1460,96,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,
Noah Hanifin,CGY,4950000,4950000,25,67,7,27,34,17,19,6.3,7,0,0,0,17,10,0,153,4.6,1410,74,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Jake DeBrusk,BOS,4850000,3675000,25,63,19,13,32,4,8,3.7,17,2,0,6,12,1,0,142,13.4,913,25,42,7,7,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Colin White,OTT,4750000,4750000,25,18,2,6,8,-5,2,0.4,0,2,0,1,2,4,0,37,5.4,278,2,19,56,59,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jakub Vrana,DET,4750000,5250000,25,13,7,3,10,-8,10,1,4,3,0,1,2,1,0,30,23.3,194,6,12,1,2,33.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Mika Zibanejad,NYR,4750000,5350000,28,70,27,44,71,26,12,8.4,13,13,1,2,29,11,4,192,14.1,1378,41,55,590,555,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Alex Tuch,BUF,4750000,4750000,25,38,9,22,31,2,12,3,7,2,0,0,18,4,0,112,8,713,38,27,8,13,38.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Nikita Zaitsev,OTT,4500000,4500000,30,49,2,6,8,-4,24,1.9,2,0,0,0,4,0,2,57,3.5,940,83,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Anton Stralman,ARI,4500000,5500000,35,61,5,12,17,-16,8,2.3,5,0,0,1,12,0,0,80,6.3,1283,87,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
J.T. Compher,COL,4500000,3500000,26,57,13,10,23,3,25,1.8,10,2,1,0,8,2,0,82,15.9,925,46,27,251,254,49.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Pavel Buchnevich,STL,4500000,5800000,26,59,23,31,54,14,34,6,16,6,1,3,20,9,2,173,13.3,1081,10,42,12,24,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,
Brandon Saad,STL,4500000,4500000,29,64,20,21,41,12,8,4.4,14,5,1,1,15,4,2,127,15.7,1048,15,19,7,9,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,
Oliver Bjorkstrand,CBJ,4500000,5400000,26,67,24,26,50,-30,12,3.9,17,7,0,1,17,9,0,184,13,1202,25,73,8,11,42.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Danny DeKeyser,DET,4500000,5000000,31,46,0,7,7,-10,14,0.7,0,0,0,0,7,0,0,52,0,850,86,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Evgeni Malkin,PIT,4500000,9500000,35,33,17,18,35,-5,18,3.8,9,8,0,5,7,11,0,103,16.5,607,12,15,131,169,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Taylor Hall,BOS,4500000,6000000,30,68,16,36,52,7,34,5.1,10,6,0,2,29,7,0,175,9.1,1114,32,45,14,17,45.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Alex Killorn,TBL,4450000,4450000,32,68,21,31,52,0,56,4.9,17,4,0,2,24,7,0,125,16.8,1289,21,74,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,
Brady Skjei,CAR,4400000,5250000,27,69,8,21,29,17,42,6.4,8,0,0,0,21,0,0,156,5.1,1453,64,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Kevin Shattenkirk,ANA,4250000,3900000,33,71,8,23,31,-7,32,5.2,7,1,0,1,11,12,0,145,5.5,1496,110,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Alec Martinez,VEG,4250000,5250000,34,15,0,4,4,5,4,1,0,0,0,0,4,0,0,15,0,290,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,
Viktor Arvidsson,LAK,4250000,4250000,28,56,19,22,41,2,22,4.7,15,4,0,3,18,4,0,203,9.4,957,41,19,12,14,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Tyler Bertuzzi,DET,4250000,4750000,26,57,26,28,54,-1,41,5.9,20,5,1,5,20,7,1,151,17.2,1132,35,53,5,12,29.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Chris Tierney,OTT,4200000,3500000,27,58,6,11,17,-8,12,1,3,3,0,2,9,2,0,66,9.1,743,27,36,235,251,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Anthony Beauvillier,NYI,4150000,4150000,24,65,11,21,32,-10,8,2.3,7,4,0,1,16,5,0,140,7.9,1095,17,31,4,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Ivan Provorov,PHI,4125000,6750000,25,66,7,16,23,-13,26,3.6,6,1,0,1,11,3,2,131,5.3,1638,135,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Brian Dumoulin,PIT,4100000,4100000,30,64,3,14,17,22,16,5,3,0,0,0,14,0,0,80,3.8,1406,120,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Rasmus Andersson,CGY,4050000,4550000,25,68,4,38,42,21,18,7.1,2,2,0,1,23,14,1,124,3.2,1533,110,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Marcus Pettersson,PIT,4025175,4025175,25,62,1,14,15,5,32,2.9,1,0,0,0,14,0,0,59,1.7,975,63,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Brett Pesce,CAR,4025000,4025000,27,57,7,16,23,2,35,4.4,6,1,0,3,14,2,0,126,5.6,1244,78,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Brady Tkachuk,OTT,4000000,8330674,22,65,23,26,49,-8,106,5.2,17,6,0,2,23,3,0,234,9.8,1207,24,232,190,172,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Connor Brown,OTT,4000000,3600000,28,54,10,27,37,-8,6,2.9,9,0,1,0,15,9,3,107,9.3,1087,34,11,43,63,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Jonas Brodin,MIN,4000000,6000000,28,59,4,23,27,7,14,3.6,4,0,0,1,17,5,1,102,3.9,1391,105,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Josh Anderson,MTL,4000000,5500000,27,56,17,10,27,-22,55,2,16,1,0,1,9,1,0,122,13.9,968,28,121,14,17,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Paul Byron,MTL,4000000,3400000,32,22,4,3,7,-6,0,0.4,4,0,0,2,3,0,0,30,13.3,286,6,56,33,34,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Timo Meier,SJS,4000000,6000000,25,63,31,36,67,3,34,8.1,19,12,0,8,32,4,0,262,11.8,1205,41,125,14,17,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
Brent Burns,SJS,4000000,8000000,36,68,9,36,45,-15,34,6.9,6,3,0,0,24,11,1,174,5.2,1781,121,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,
Torey Krug,STL,4000000,6500000,30,57,8,27,35,24,46,6.5,5,2,1,1,13,14,0,105,7.6,1189,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,
Mikael Granlund,NSH,4000000,5000000,29,66,9,41,50,-5,29,3.1,6,3,0,2,22,19,0,101,8.9,1348,35,69,476,517,47.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Quinn Hughes,VAN,4000000,7850000,22,66,5,48,53,8,26,8.2,5,0,0,0,19,27,2,129,3.9,1663,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,
Dominik Kubalk,CHI,4000000,3700000,26,69,12,14,26,-18,12,1.6,9,3,0,0,8,6,0,144,8.3,1000,22,82,8,12,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Travis Sanheim,PHI,4000000,4675000,25,67,6,20,26,6,22,5.1,6,0,0,1,20,0,0,101,5.9,1518,111,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Matt Grzelcyk,BOS,4000000,3687500,28,61,4,18,22,21,20,5.3,4,0,0,2,13,5,0,97,4.1,1148,72,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Colin Miller,BUF,3875000,3875000,29,36,2,12,14,-1,21,2.3,2,0,0,0,9,3,0,46,4.3,689,40,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Nick Foligno,BOS,3800000,3800000,34,50,2,9,11,-10,51,-0.1,2,0,0,0,8,1,0,83,2.4,643,29,131,17,16,51.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Conor Garland,VAN,3750000,4950000,25,65,14,22,36,10,34,3.7,13,1,0,3,21,1,0,173,8.1,1050,16,47,3,4,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,
Paul Stastny,WPG,3750000,3750000,36,59,18,17,35,7,12,3.7,14,4,0,2,14,3,0,107,16.8,1037,25,23,180,124,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,
Nikita Zadorov,CGY,3750000,3750000,26,61,3,13,16,10,61,3.3,3,0,0,0,13,0,0,92,3.3,1037,42,153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Colton Sissons,NSH,3650000,2857143,28,65,6,21,27,7,24,1.6,5,1,0,0,18,3,0,72,8.3,1041,32,152,585,456,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Andrew Copp,NYR,3640000,3640000,27,42,10.66666667,18,28.66666667,4,9.333333333,2.6,8,2,0.666666667,2.666666667,12.66666667,4.666666667,0.666666667,113.3333333,11.26666667,824.6666667,25.33333333,28,236,205.3333333,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,1,0,0,0,,,
Dylan Strome,CHI,3600000,3000000,24,57,20,23,43,-5,28,4.5,15,5,0,2,13,10,0,112,17.9,960,26,9,363,325,52.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Devon Toews,COL,3550000,4100000,27,58,13,37,50,46,18,10.1,11,2,0,3,28,9,0,145,9,1484,76,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Marco Scandella,STL,3550000,3275000,31,57,2,10,12,13,16,2.8,2,0,0,0,8,0,2,63,3.2,1016,61,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,
Miles Wood,NJD,3500000,2750000,26,2,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0,28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Mike Hoffman,MTL,3500000,4500000,32,54,11,14,25,-19,26,1.4,8,3,0,3,7,7,0,127,8.7,931,23,20,6,5,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Tomas Hertl,SJS,3500000,5625000,28,68,26,31,57,-2,26,6.3,22,4,0,5,21,10,0,181,14.4,1351,46,90,645,554,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
Nick Leddy,STL,3500000,2750000,30,41.33333333,1.333333333,11.33333333,12.66666667,-22.66666667,12,0.4,1.333333333,0,0,0,8,3.333333333,0,40,5.9,891.3333333,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Alex Iafallo,LAK,3500000,4000000,28,69,15,18,33,4,4,3,12,2,1,2,14,3,1,189,7.9,1283,51,43,13,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Oskar Sundqvist,DET,3500000,2750000,27,32,4,8,12,1.333333333,8,0.8,4,0,0,0,8,0,0,38,15.7,436,16,38.66666667,44,55.33333333,39.56666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Chris Kreider,NYR,3500000,6500000,30,70,46,19,65,16,22,9.4,19,24,3,9,13,6,0,221,20.8,1313,36,129,62,58,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Neal Pionk,WPG,3500000,5875000,26,65,3,27,30,8,40,4.8,2,1,0,1,18,9,0,123,2.4,1395,79,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,
