Player,Tm,Salary,Cap Hit,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH,Pos_C,Pos_D,Pos_LW,Pos_RW,,,
Duncan Keith,EDM,2100000,5538462,38,52,1,18,19,6,20,2.9,1,0,0,1,16,2,0,70,1.4,1041,84,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Nick Bonino,SJS,2050000,2050000,33,66,9,9,18,-24,14,0.3,7,2,0,0,5,4,0,107,8.4,1097,85,27,445,418,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
P.K. Subban,NJD,2000000,9000000,32,66,5,16,21,-8,78,3.1,5,0,0,1,15,0,1,106,4.7,1217,77,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Joel Armia,MTL,2000000,3400000,28,53,4,8,12,-17,14,-0.2,2,1,1,0,6,2,0,85,4.7,724,23,95,2,12,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Nazem Kadri,COL,2000000,4500000,31,65,26,57,83,18,71,8.8,18,8,0,6,37,20,0,228,11.4,1249,16,51,544,545,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ryan Murray,COL,2000000,2000000,28,37,0,4,4,-3,2,0.4,0,0,0,0,3,0,1,26,0,521,41,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Miro Heiskanen,DAL,2000000,8450000,22,56,4,26,30,2,20,5.3,2,2,0,1,20,6,0,121,3.3,1389,78,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Jesper Fast,CAR,2000000,2000000,30,69,11,14,25,14,4,2.4,10,1,0,1,12,1,1,80,13.8,1018,31,94,6,13,31.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Nick Cousins,NSH,2000000,1500000,28,55,7,12,19,-5,19,1.1,4,3,0,1,11,1,0,88,8,695,21,57,18,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Mark Borowiecki,NSH,2000000,2000000,32,44,0,2,2,1,114,0.7,0,0,0,0,2,0,0,28,0,573,59,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Dean Kukan,CBJ,2000000,1650000,28,37,3,7,10,-1,14,1.5,3,0,0,0,7,0,0,39,7.7,601,31,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Tyler Myers,VAN,2000000,6000000,31,70,1,14,15,11,54,4.1,1,0,0,0,13,1,0,109,0.9,1555,135,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,
Mattias Janmark,VEG,2000000,2000000,29,56,9,11,20,2,21,1.6,7,0,2,1,10,0,1,72,12.5,806,24,17,10,16,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,
Alex Pietrangelo,VEG,2000000,8800000,32,69,13,27,40,5,40,7,9,3,1,0,17,7,3,199,6.5,1719,144,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,
Brayden McNabb,VEG,2000000,2500000,31,58,2,10,12,8,36,2.9,2,0,0,0,9,0,1,65,3.1,1141,154,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,
Marc Staal,DET,2000000,2000000,35,60,3,12,15,6,24,3.1,3,0,0,1,12,0,0,66,4.5,1026,65,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Filip Chytil,NYR,2000000,2300000,22,58,7,12,19,-5,12,1.2,7,0,0,1,11,1,0,113,6.2,760,23,19,124,165,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jacob Trouba,NYR,2000000,8000000,27,70,10,24,34,20,80,7.7,9,1,0,1,20,3,1,181,5.5,1579,153,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Ryan Lindgren,NYR,2000000,3000000,23,67,4,9,13,13,46,4.3,4,0,0,1,9,0,0,62,6.5,1353,126,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Kyle Okposo,BUF,2000000,6000000,33,64,18,23,41,-12,39,3.8,11,6,1,1,17,6,0,157,11.5,1083,15,51,85,81,51.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Teddy Blueger,PIT,2000000,2200000,27,53,9,12,21,8,6,1.9,8,0,1,0,11,0,1,80,11.3,808,21,75,306,256,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Cody Ceci,EDM,2000000,3250000,28,66,4,21,25,11,14,4.3,4,0,0,0,19,0,2,91,4.4,1374,100,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Derek Forbort,BOS,2000000,3000000,29,63,4,7,11,1,32,2.8,4,0,0,1,7,0,0,51,7.8,1151,80,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Mike Reilly,BOS,2000000,3000000,28,59,4,11,15,4,20,3.3,3,0,1,0,9,2,0,112,3.6,1119,50,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Claude Giroux,FLA,2000000,4137500,34,42.66666667,12,20.66666667,32.66666667,-4.666666667,16,2.933333333,10,2,0,0,12.66666667,8,0,114.6666667,7.4,819.3333333,10,38.66666667,432,282,59.46666667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Justin Holl,TOR,2000000,2000000,30,57,2,14,16,14,39,3.3,1,0,1,1,12,0,2,55,3.6,1164,87,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,
Zachary Sanford,WPG,2000000,2000000,27,46,6,6.666666667,12.66666667,-8,24.66666667,0.6,5.333333333,0.666666667,0,0,5.333333333,1.333333333,0,60.66666667,6.833333333,659.3333333,40.66666667,99.33333333,2.666666667,10.66666667,14.06666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,1,0,,,
Andrei Svechnikov,CAR,1999963,7750000,21,66,27,33,60,16,69,7.1,19,8,0,5,21,12,0,221,12.2,1154,13,160,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Radim Simek,SJS,1950000,2250000,29,34,1,1,2,-12,8,0.1,1,0,0,0,1,0,0,24,4.2,467,38,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,
Erik Cernak,TBL,1950000,2950000,24,41,1,7,8,4,35,1.8,1,0,0,0,7,0,0,72,1.4,798,51,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,
Erik Gudbranson,CGY,1950000,1950000,30,68,6,11,17,15,61,4.2,6,0,0,0,11,0,0,111,5.4,1239,79,129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Sam Bennett,FLA,1925000,4425000,25,59,26,17,43,23,55,5.3,21,5,0,6,13,3,1,196,13.3,1005,22,100,367,410,47.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ivan Barbashev,STL,1900000,2250000,26,67,21,27,48,4,32,4.8,16,4,1,2,22,4,1,95,22.1,1110,25,128,118,176,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,
Jake Bean,CBJ,1900000,2333333,23,54,5,14,19,-7,26,2.4,5,0,0,2,11,2,1,76,6.6,1122,65,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Alexander Edler,LAK,1900000,3500000,35,33,2,13,15,13,24,3.3,2,0,0,0,12,0,1,46,4.3,602,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Sonny Milano,ANA,1800000,1700000,25,55,12,18,30,-10,10,2.5,7,5,0,2,14,4,0,83,14.5,847,14,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Adam Erne,DET,1800000,2100000,26,68,5,11,16,-23,32,-0.3,5,0,0,1,11,0,0,95,5.3,923,41,129,33,29,53.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Justin Braun,NYR,1800000,1800000,34,42,3.333333333,7.333333333,10.66666667,0,24,2.2,3.333333333,0,0,0,7.333333333,0,0,46,4.9,834,76,54.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Artem Zub,OTT,1750000,2500000,26,68,6,15,21,2,46,4.8,6,0,0,0,15,0,0,80,7.5,1457,115,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Michael Del Zotto,OTT,1750000,2000000,31,16,2,7,9,-10,4,0.7,1,1,0,0,6,1,0,26,7.7,289,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Tyson Jost,MIN,1750000,2000000,23,46,4.666666667,6.666666667,11.33333333,0,22.66666667,0.4,4.666666667,0,0,0.666666667,6,0,0.666666667,56,9.566666667,588,20.66666667,34,98.66666667,148.6666667,40.5,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Lawson Crouse,ARI,1750000,1533333,24,65,20,14,34,-9,52,3,16,3,1,4,10,4,0,131,15.3,1134,36,181,16,32,33.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
John Marino,PIT,1750000,4400000,24,70,1,23,24,-2,21,3.7,1,0,0,0,19,2,2,77,1.3,1452,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Scott Mayfield,NYI,1750000,1450000,29,61,3,15,18,-5,55,3.3,3,0,0,2,14,0,1,80,3.8,1206,109,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Zach Aston-Reese,ANA,1725000,1725000,27,38.66666667,2,6.666666667,8.666666667,6,16,0.466666667,2,0,0,0,6.666666667,0,0,42.66666667,5.6,504.3333333,23.33333333,136.6666667,2,1.333333333,60,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Jan Rutta,TBL,1700000,1300000,31,64,2,12,14,16,42,3.6,2,0,0,0,12,0,0,72,2.8,1074,65,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,
Robert Hagg,FLA,1700000,1600000,26,36.66666667,0.666666667,5.333333333,6,-4,19.33333333,0.933333333,0.666666667,0,0,0,5.333333333,0,0,34.66666667,1.366666667,603.3333333,62.66666667,78,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Yegor Sharangovich,NJD,1650000,2000000,23,63,19,20,39,-11,6,3.6,16,1,2,3,19,1,0,137,13.9,1032,24,29,81,121,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Anders Bjork,BUF,1600000,1600000,25,51,4,2,6,-14,10,-0.5,4,0,0,0,2,0,0,42,9.5,619,15,10,1,4,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Zach Hyman,EDM,1550000,5500000,29,64,24,23,47,-7,32,4.3,19,4,1,2,17,4,2,179,13.4,1248,21,65,37,39,48.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Maxime Comtois,ANA,1525000,2037500,23,44,3,9,12,-15,42,0,3,0,0,0,7,2,0,63,4.8,646,14,95,22,21,51.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Austin Watson,OTT,1500000,1500000,30,53,4,3,7,-9,83,-0.1,3,0,1,1,3,0,0,64,6.3,624,54,161,3,8,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Janne Kuokkanen,NJD,1500000,1825000,23,45,6,8,14,-10,8,0.6,4,1,1,1,8,0,0,51,11.8,591,16,25,2,9,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Luke Glendening,DAL,1500000,1500000,32,68,8,5,13,-14,13,0.1,8,0,0,1,5,0,0,93,8.6,957,44,153,352,243,59.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Andrej Sekera,DAL,1500000,1500000,35,31,1,3,4,-2,16,0.9,1,0,0,0,3,0,0,22,4.5,424,24,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Max Domi,CAR,1500000,1325000,26,39.33333333,6,17.33333333,23.33333333,3.333333333,27.33333333,2.066666667,6,0,0,0,14.66666667,2.666666667,0,54,7.6,519.3333333,4.666666667,13.33333333,8.666666667,8.666666667,54.83333333,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1,0,,,
Sean Kuraly,CBJ,1500000,2500000,29,69,11,14,25,2,55,1.6,11,0,0,0,13,1,0,108,10.2,1081,45,207,557,576,49.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Derek Grant,ANA,1500000,1500000,31,63,12,9,21,-15,27,1.4,9,2,1,1,8,0,1,105,11.4,904,42,66,183,178,50.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Trevor Moore,LAK,1500000,1875000,26,71,13,28,41,17,16,4.4,8,1,4,1,27,1,0,174,7.5,1100,26,64,27,37,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Patrik Nemeth,NYR,1500000,2500000,29,56,2,3,5,-10,26,1.1,2,0,0,1,3,0,0,49,4.1,938,89,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Matt Martin,NYI,1500000,1500000,32,57,3,2,5,-1,57,-0.2,3,0,0,0,2,0,0,54,5.6,653,23,197,7,8,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Josh Archibald,EDM,1500000,1500000,29,7,0,1,1,-3,7,-0.1,0,0,0,0,1,0,0,3,0,59,2,23,2,1,66.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Tomas Nosek,BOS,1500000,1750000,29,62,3,12,15,-9,26,0.1,3,0,0,1,10,0,2,62,4.8,840,26,67,307,276,52.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Anthony Duclair,FLA,1500000,3000000,26,61,28,24,52,22,26,6.5,20,8,0,5,14,10,0,130,21.5,925,14,30,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Noel Acciari,FLA,1500000,1666667,30,14,1,4,5,2,4,0.3,1,0,0,1,4,0,0,19,5.3,155,8,35,56,55,50.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Gustav Forsling,FLA,1500000,2666667,25,60,5,25,30,32,14,5.5,5,0,0,1,25,0,0,115,4.3,1266,70,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Eeli Tolvanen,NSH,1450000,1450000,22,65,9,12,21,-4,14,1.2,8,1,0,1,7,5,0,137,6.6,892,38,156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Troy Terry,ANA,1450000,1450000,24,64,31,26,57,-5,24,6.8,23,8,0,7,20,6,0,149,20.8,1142,19,4,1,8,11.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Tyler Motte,NYR,1450000,1225000,26,37.33333333,4.666666667,5.333333333,10,1.333333333,14.66666667,0.666666667,4,0,0.666666667,0.666666667,5.333333333,0,0,65.33333333,5.166666667,525.3333333,37.33333333,74,6,5.333333333,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,0,0,,,
Jesse Puljujarvi,EDM,1450000,1175000,23,56,13,21,34,21,20,3.7,9,4,0,1,18,3,0,139,9.4,915,12,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Nick Holden,OTT,1400000,1700000,34,62,4,11,15,-1,10,3.5,4,0,0,1,11,0,0,63,6.3,1245,96,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Tage Thompson,BUF,1400000,1400000,24,66,31,23,54,-16,31,6,21,8,2,2,17,6,0,222,14,1177,23,52,351,507,40.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
David Kampf,TOR,1400000,1500000,27,68,9,13,22,6,18,1.4,7,0,2,1,11,0,2,82,11,1027,21,66,512,450,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,
Joshua Brown,BOS,1400000,1200000,28,31.33333333,0,4,4,-4.666666667,24.66666667,0.633333333,0,0,0,0,4,0,0,28.66666667,0,435.6666667,38,71.33333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Robert Bortuzzo,STL,1375000,1375000,32,60,1,4,5,-4,36,0.7,1,0,0,0,4,0,0,39,2.6,821,80,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,
Derek Stepan,CAR,1350000,1350000,31,52,8,8,16,1,12,1.5,8,0,0,0,8,0,0,87,9.2,561,25,29,223,178,55.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Riley Stillman,CHI,1350000,1350000,23,43,1,10,11,-3,29,1.8,1,0,0,1,10,0,0,35,2.9,638,50,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Ilya Lyubushkin,TOR,1350000,1350000,27,42.66666667,0,6.666666667,6.666666667,-2,25.33333333,1.166666667,0,0,0,0,6,0,0.666666667,28.66666667,0,752,50,100.6666667,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,1,0,0,,,
Dmitry Orlov,WSH,1300000,5100000,30,65,10,19,29,18,42,6.4,8,2,0,4,18,1,0,107,9.3,1363,82,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,
Rudolfs Balcers,SJS,1250000,1550000,24,47,8,10,18,-3,14,1.5,8,0,0,1,9,0,1,78,10.3,707,30,90,7,12,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
Vladislav Namestnikov,DAL,1250000,1000000,29,44,9.333333333,8.666666667,18,0,27.33333333,1.6,8.666666667,0,0.666666667,0,8.666666667,0,0,57.33333333,17.43333333,658,21.33333333,32.66666667,9.333333333,9.333333333,50,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Travis Dermott,VAN,1250000,1500000,25,32.66666667,0.666666667,2.666666667,3.333333333,1.333333333,9.333333333,0.766666667,0.666666667,0,0,0.666666667,2.666666667,0,0,26,1.766666667,485,22,32.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,1,0,0,,,
Jordan Oesterle,DET,1250000,1350000,29,39,2,5,7,-5,4,1.1,2,0,0,1,5,0,0,59,3.4,732,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Conor Sheary,WSH,1250000,1500000,29,59,16,18,34,-6,14,3.3,14,2,0,4,14,4,0,111,14.4,911,37,39,10,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,
Derek Ryan,EDM,1250000,1250000,35,63,8,10,18,-4,6,1.1,8,0,0,2,10,0,0,60,13.3,714,28,27,251,193,56.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Kris Russell,EDM,1250000,1250000,34,24,0,5,5,8,4,1.3,0,0,0,0,5,0,0,25,0,374,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
