Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
1,Nicholas Abruzzese\abruzni01,22,TOR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:05,0,0,0,0,
2,Noel Acciari\acciano01,30,FLA,C,14,1,4,5,2,4,0.3,1,0,0,1,4,0,0,19,5.3,155,11:03,8,35,56,55,50.5
3,Calen Addison\addisca01,21,MIN,D,15,2,2,4,-4,2,0.3,2,0,0,0,2,0,0,17,11.8,207,13:47,6,12,0,0,
4,Andrew Agozzino\agozzan01,31,OTT,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6:52,0,4,1,2,33.3
5,Jack Ahcan\ahcanja01,24,BOS,D,5,1,0,1,-2,0,0.1,0,1,0,0,0,0,0,4,25,74,14:48,3,6,0,0,
6,Sebastian Aho\ahose01,24,CAR,F,66,31,38,69,16,36,8.2,17,13,1,7,23,13,2,189,16.4,1259,19:04,20,68,447,427,51.1
7,Sebastian Aho\ahose02,25,NYI,D,29,1,9,10,-8,8,1.1,1,0,0,0,7,2,0,32,3.1,486,16:46,38,23,0,0,
8,Alexander Alexeyev\alexeal01,22,WSH,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,11,10:35,0,1,0,0,
9,Wade Allison\alliswa01,24,PHI,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,8,8:16,0,1,0,0,
10,Michael Amadio\amadimi01,25,TOT,C,45,8,6,14,-2,13,1.2,8,0,0,2,6,0,0,49,16.3,534,11:52,13,31,21,34,38.2
10,Michael Amadio\amadimi01,25,VEG,C,42,8,6,14,-3,13,1.2,8,0,0,2,6,0,0,47,17,506,12:04,13,28,21,32,39.6
10,Michael Amadio\amadimi01,25,TOR,C,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27,9:10,0,3,0,2,0
11,Joey Anderson\anderjo08,23,TOR,RW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,8,0,31,7:47,0,2,0,0,
12,Josh Anderson\anderjo05,27,MTL,RW,56,17,10,27,-22,55,2,16,1,0,1,9,1,0,122,13.9,968,17:17,28,121,14,17,45.2
13,Michael Anderson\andermi02,22,LAK,D,55,2,5,7,5,6,2.4,2,0,0,1,5,0,0,56,3.6,1105,20:05,66,127,0,0,
14,Jaret Anderson-Dolan\anderja01,22,LAK,C,7,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,5,0,97,13:47,3,12,9,7,56.3
15,Lias Andersson\anderli01,23,LAK,C,18,0,1,1,-6,12,-0.4,0,0,0,0,0,1,0,23,0,196,10:54,2,21,18,22,45
16,Rasmus Andersson\anderra01,25,CGY,D,68,4,38,42,21,18,7.1,2,2,0,1,23,14,1,124,3.2,1533,22:33,110,45,0,0,
17,Andy Andreoff\andrean01,30,NYI,LW,5,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,6,16.7,49,9:52,1,8,6,3,66.7
18,Anthony Angello\angelan01,25,PIT,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,5:57,0,5,0,1,0
19,Mason Appleton\applema01,26,TOT,C,56,7,11,18,-2,26,1.2,7,0,0,2,11,0,0,77,9.1,806,14:24,15,50,7,13,35
19,Mason Appleton\applema01,26,SEA,C,49,6,11,17,-4,14,1.1,6,0,0,2,11,0,0,68,8.8,701,14:18,12,39,7,13,35
19,Mason Appleton\applema01,26,WPG,C,7,1,0,1,2,12,0.1,1,0,0,0,0,0,0,9,11.1,106,15:05,3,11,0,0,
20,Josh Archibald\archijo01,29,EDM,RW,7,0,1,1,-3,7,-0.1,0,0,0,0,1,0,0,3,0,59,8:26,2,23,2,1,66.7
21,Joel Armia\armiajo01,28,MTL,RW,53,4,8,12,-17,14,-0.2,2,1,1,0,6,2,0,85,4.7,724,13:39,23,95,2,12,14.3
22,Viktor Arvidsson\arvidvi01,28,LAK,LW,56,19,22,41,2,22,4.7,15,4,0,3,18,4,0,203,9.4,957,17:05,41,19,12,14,46.2
23,Rasmus Asplund\asplura01,24,BUF,F,68,6,17,23,-11,8,1,3,2,1,1,15,2,0,113,5.3,991,14:34,13,21,25,33,43.1
24,Zach Aston-Reese\astonza01,27,TOT,C,58,3,10,13,9,24,0.7,3,0,0,0,10,0,0,64,4.7,756,13:02,35,205,3,2,60
24,Zach Aston-Reese\astonza01,27,PIT,C,52,2,9,11,8,22,0.5,2,0,0,0,9,0,0,52,3.8,672,12:55,32,187,3,2,60
24,Zach Aston-Reese\astonza01,27,ANA,C,6,1,1,2,1,2,0.2,1,0,0,0,1,0,0,12,8.3,85,14:08,3,18,0,0,
25,Andreas Athanasiou\athanan01,27,LAK,C,22,9,5,14,2,2,1.9,9,0,0,3,4,1,0,51,17.6,323,14:41,6,7,7,5,58.3
26,Cam Atkinson\atkinca01,32,PHI,RW,69,23,27,50,2,10,5.3,18,2,3,6,24,3,0,206,11.2,1275,18:29,44,18,4,11,26.7
27,Ronald Attard\attarro01,22,PHI,D,2,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,1,0,31,15:23,2,4,0,0,
28,Nicolas Aube-Kubel\aubekni01,25,TOT,RW,62,8,9,17,6,43,1.5,8,0,0,1,9,0,0,75,10.7,590,9:31,12,114,3,8,27.3
28,Nicolas Aube-Kubel\aubekni01,25,COL,RW,55,8,8,16,9,37,1.7,8,0,0,1,8,0,0,66,12.1,521,9:29,11,97,3,8,27.3
28,Nicolas Aube-Kubel\aubekni01,25,PHI,RW,7,0,1,1,-3,6,-0.1,0,0,0,0,1,0,0,9,0,69,9:49,1,17,0,0,
29,Mikael Backlund\backlmi01,32,CGY,C,68,12,21,33,15,20,2.9,12,0,0,1,17,4,0,175,6.9,1172,17:14,24,54,515,515,50
30,Nicklas Backstrom\backsni02,34,WSH,C,36,6,20,26,-6,6,1.9,5,1,0,1,9,11,0,57,10.5,640,17:46,11,13,239,283,45.8
31,Brandon Baddock\baddobr01,26,MTL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,8:24,0,6,0,0,
32,Sven Baertschi\baertsv01,29,VEG,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,14,13:54,0,0,0,0,
33,Kevin Bahl\bahlke01,21,NJD,D,6,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,5,0,78,13:00,4,8,0,0,
34,Josh Bailey\bailejo01,32,NYI,C,60,8,25,33,0,6,2.6,7,1,0,1,19,6,0,68,11.8,1009,16:49,20,15,42,64,39.6
35,Justin Bailey\baileju01,26,VAN,RW,14,0,0,0,-5,6,-0.4,0,0,0,0,0,0,0,16,0,127,9:05,6,12,0,1,0
36,Rudolfs Balcers\balceru01,24,SJS,LW,47,8,10,18,-3,14,1.5,8,0,0,1,9,0,1,78,10.3,707,15:03,30,90,7,12,36.8
37,Alexander Barabanov\barabal01,27,SJS,F,60,10,27,37,2,14,3.3,8,2,0,1,21,6,0,88,11.4,1032,17:12,35,47,0,1,0
38,Ivan Barbashev\barbaiv01,26,STL,C,67,21,27,48,4,32,4.8,16,4,1,2,22,4,1,95,22.1,1110,16:34,25,128,118,176,40.1
39,Riley Barber\barberi01,27,DET,RW,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,6:08,1,1,0,0,
40,Aleksander Barkov\barkoal01,26,FLA,C,56,33,39,72,31,12,8.8,19,10,4,4,29,10,0,183,18,1143,20:24,37,45,614,474,56.4
41,Alex Barre-Boulet\barreal01,24,TOT,F,16,3,3,6,0,4,0.6,3,0,0,0,2,1,0,16,18.8,176,11:00,3,10,6,9,40
41,Alex Barre-Boulet\barreal01,24,TBL,F,14,3,2,5,0,4,0.5,3,0,0,0,1,1,0,16,18.8,159,11:20,3,10,6,9,40
41,Alex Barre-Boulet\barreal01,24,SEA,F,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,,17,8:39,0,0,0,0,
42,Tyson Barrie\barrity01,30,EDM,D,61,6,29,35,3,18,4.8,3,3,0,0,13,15,1,126,4.8,1168,19:09,57,22,0,0,
43,Justin Barron\barroju01,20,TOT,D,6,0,1,1,-2,0,0,0,0,0,0,1,0,0,8,0,103,17:09,5,5,0,0,
43,Justin Barron\barroju01,20,MTL,D,4,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,8,0,78,19:26,4,4,0,0,
43,Justin Barron\barroju01,20,COL,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,25,12:35,1,1,0,0,
44,Morgan Barron\barromo01,23,TOT,C,15,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,11,0,128,8:31,3,31,26,17,60.5
44,Morgan Barron\barromo01,23,NYR,C,13,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,9,0,116,8:54,3,28,25,17,59.5
44,Morgan Barron\barromo01,23,WPG,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,6:04,0,3,1,0,100
45,Mathew Barzal\barzama01,24,NYI,C,59,14,34,48,-2,14,4.5,13,1,0,1,21,13,0,135,10.4,1059,17:57,13,30,192,224,46.2
46,Nathan Bastian\bastina01,24,TOT,RW,62,11,2,13,-14,61,0.6,8,3,0,1,1,1,0,83,13.3,740,11:56,33,181,21,16,56.8
46,Nathan Bastian\bastina01,24,NJD,RW,50,10,1,11,-13,30,0.5,7,3,0,1,0,1,0,73,13.7,629,12:35,27,165,19,14,57.6
46,Nathan Bastian\bastina01,24,SEA,RW,12,1,1,2,-1,31,0.1,1,0,0,0,1,0,0,10,10,111,9:14,6,16,2,2,50
47,Drake Batherson\bathedr01,23,OTT,C,35,13,23,36,1,20,4,11,2,0,0,13,10,0,85,15.3,661,18:53,12,74,14,13,51.9
48,Gavin Bayreuther\bayrega01,27,CBJ,D,39,0,8,8,0,22,1,0,0,0,0,8,0,0,43,0,515,13:12,40,46,0,0,
49,Jay Beagle\beaglja01,36,ARI,RW,26,1,0,1,-11,27,-0.8,1,0,0,0,0,0,0,15,6.7,364,13:59,14,41,228,146,61
50,Jake Bean\beanja01,23,CBJ,D,54,5,14,19,-7,26,2.4,5,0,0,2,11,2,1,76,6.6,1122,20:47,65,24,0,0,
51,Ethan Bear\bearet01,24,CAR,D,51,4,9,13,5,18,2.9,4,0,0,2,8,1,0,85,4.7,822,16:07,38,48,0,0,
52,Nicolas Beaudin\beaudni01,22,CHI,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,12,6:10,1,0,0,0,
53,Nathan Beaulieu\beaulna01,29,WPG,D,24,0,4,4,-7,25,0.1,0,0,0,0,3,0,1,24,0,258,10:46,19,19,0,0,
54,Anthony Beauvillier\beauvan01,24,NYI,LW,65,11,21,32,-10,8,2.3,7,4,0,1,16,5,0,140,7.9,1095,16:51,17,31,4,6,40
55,Adam Beckman\beckmad01,20,MIN,LW,3,0,1,1,-1,2,0,0,0,0,0,1,0,0,4,0,31,10:25,1,1,0,0,
56,Pierre-Edouard Bellemare\bellepi01,36,TBL,LW,67,7,10,17,21,19,1.5,6,0,1,1,10,0,0,61,11.5,941,14:03,36,74,413,385,51.8
57,Kieffer Bellows\belloki01,23,NYI,LW,35,4,9,13,-1,17,1,4,0,0,2,7,2,0,59,6.8,414,11:50,7,72,0,1,0
58,Alex Belzile\belzial01,30,MTL,F,11,0,0,0,0,4,-0.2,0,0,0,0,0,0,0,13,0,114,10:24,5,17,8,11,42.1
59,Emil Bemstrom\bemstem01,22,CBJ,C,28,4,4,8,2,4,0.8,4,0,0,1,4,0,0,45,8.9,271,9:41,4,17,0,1,0
60,Jamie Benn\bennja01,32,DAL,LW,68,17,23,40,-4,74,3.7,14,2,1,2,16,7,0,159,10.7,1138,16:44,49,128,419,342,55.1
61,Jordie Benn\bennjo01,34,MIN,D,29,1,3,4,-4,8,0.2,1,0,0,0,3,0,0,25,4,438,15:06,31,35,0,0,
62,Sam Bennett\bennesa01,25,FLA,C,59,26,17,43,23,55,5.3,21,5,0,6,13,3,1,196,13.3,1005,17:02,22,100,367,410,47.2
63,Matt Benning\bennima01,27,NSH,D,56,0,11,11,-17,35,0.5,0,0,0,0,11,0,0,55,0,927,16:33,58,73,0,0,
64,Simon Benoit\benoisi01,23,ANA,D,46,1,3,4,-7,22,0.8,1,0,0,0,3,0,0,33,3,638,13:53,34,146,0,0,
65,Tyler Benson\bensoty01,23,EDM,LW,29,1,1,2,-5,18,-0.3,1,0,0,0,1,0,0,18,5.6,248,8:32,3,45,0,1,0
66,Patrice Bergeron\bergepa01,36,BOS,C,60,18,34,52,20,26,5.8,10,8,0,3,18,14,2,238,7.6,1096,18:16,38,68,832,499,62.5
67,Jacob Bernard-Docker\bernaja01,21,OTT,D,8,0,1,1,1,4,0.3,0,0,0,0,1,0,0,6,0,118,14:46,3,4,0,0,
68,Tyler Bertuzzi\bertuty01,26,DET,LW,57,26,28,54,-1,41,5.9,20,5,1,5,20,7,1,151,17.2,1132,19:52,35,53,5,12,29.4
69,Alex Biega\biegaal01,33,TOR,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0,26,13:07,1,5,0,0,
70,Brandon Biro\birobr01,23,BUF,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,13:30,0,1,0,0,
71,Clark Bishop\bishocl01,25,OTT,C,9,0,1,1,-3,6,-0.1,0,0,0,0,1,0,0,8,0,75,8:21,3,12,3,3,50
72,Anders Bjork\bjorkan01,25,BUF,LW,51,4,2,6,-14,10,-0.5,4,0,0,0,2,0,0,42,9.5,619,12:08,15,10,1,4,20
73,Kasper Bjorkqvist\bjorkka01,24,PIT,RW,6,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,8,12.5,50,8:22,2,9,0,0,
74,Oliver Bjorkstrand\bjorkol01,26,CBJ,RW,67,24,26,50,-30,12,3.9,17,7,0,1,17,9,0,184,13,1202,17:57,25,73,8,11,42.1
75,Tobias Bjornfot\bjornto01,20,LAK,D,66,0,8,8,-8,6,1.4,0,0,0,0,8,0,0,50,0,1111,16:50,57,58,0,0,
76,Nick Bjugstad\bjugsni01,29,MIN,C,43,5,6,11,-4,12,0.5,5,0,0,0,6,0,0,62,8.1,419,9:45,12,67,99,78,55.9
77,Colin Blackwell\blackco01,28,TOT,C,44,9,9,18,3,4,2,7,0,2,1,9,0,0,65,13.8,537,12:12,17,66,47,55,46.1
77,Colin Blackwell\blackco01,28,SEA,C,39,8,9,17,1,4,1.8,6,0,2,1,9,0,0,61,13.1,487,12:29,16,57,39,45,46.4
77,Colin Blackwell\blackco01,28,TOR,C,5,1,0,1,2,0,0.2,1,0,0,0,0,0,0,4,25,50,10:01,1,9,8,10,44.4
78,Sammy Blais\blaissa01,25,NYR,LW,14,0,4,4,3,17,0.2,0,0,0,0,4,0,0,17,0,188,13:28,8,37,1,4,20
79,Anton Blidh\blidhan01,26,BOS,LW,30,2,7,9,-3,12,0.5,2,0,0,0,7,0,0,24,8.3,318,10:36,16,77,0,3,0
80,Teddy Blueger\bluegte01,27,PIT,C,53,9,12,21,8,6,1.9,8,0,1,0,11,0,1,80,11.3,808,15:14,21,75,306,256,54.4
81,Brock Boeser\boesebr01,24,VAN,RW,64,19,19,38,-7,18,3.5,9,10,0,4,12,6,1,177,10.7,1189,18:35,21,30,11,14,44
82,Zach Bogosian\bogosza01,31,TBL,D,36,3,4,7,4,42,1.8,3,0,0,1,4,0,0,49,6.1,572,15:53,28,83,0,0,
83,Matt Boldy\boldyma01,20,MIN,LW,35,12,15,27,12,8,3.1,9,3,0,2,9,6,0,79,15.2,548,15:40,18,21,9,13,40.9
84,Nick Bonino\boninni01,33,SJS,C,66,9,9,18,-24,14,0.3,7,2,0,0,5,4,0,107,8.4,1097,16:37,85,27,445,418,51.6
85,Adam Boqvist\boqviad01,21,CBJ,D,44,11,10,21,-12,10,2.6,8,3,0,1,7,3,0,56,19.6,751,17:04,38,21,0,0,
86,Jesper Boqvist\boqvije01,23,NJD,C,43,6,10,16,-6,8,1.1,6,0,0,0,10,0,0,54,11.1,535,12:26,13,25,120,211,36.3
87,William Borgen\borgewi01,25,SEA,D,23,1,3,4,0,21,0.8,1,0,0,0,3,0,0,31,3.2,341,14:49,20,66,0,0,
88,Henrik Borgström\borgshe01,24,CHI,C,46,4,3,7,-12,20,-0.1,4,0,0,0,2,1,0,38,10.5,502,10:55,18,22,82,122,40.2
89,Mark Borowiecki\borowma01,32,NSH,D,44,0,2,2,1,114,0.7,0,0,0,0,2,0,0,28,0,573,13:01,59,146,0,0,
90,Robert Bortuzzo\borturo01,32,STL,D,60,1,4,5,-4,36,0.7,1,0,0,0,4,0,0,39,2.6,821,13:41,80,114,0,0,
91,Evan Bouchard\bouchev01,22,EDM,D,69,9,26,35,-1,22,4.9,7,2,0,0,21,4,1,167,5.4,1375,19:56,93,64,0,0,
92,Madison Bowey\boweyma01,26,VAN,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,0,,31,15:44,2,4,0,0,
93,Travis Boyd\boydtr01,28,ARI,C,61,13,16,29,-2,26,2.3,12,1,0,0,14,2,0,67,19.4,1003,16:27,48,56,380,458,45.3
94,Brian Boyle\boylebr01,37,PIT,C,56,9,6,15,2,25,1.4,8,0,1,1,6,0,0,79,11.4,610,10:53,34,79,149,178,45.6
95,Tyler Bozak\bozakty01,35,STL,C,47,3,8,11,-11,14,-0.1,2,0,1,1,6,1,1,45,6.7,565,12:01,19,19,165,203,44.8
96,Erik Brannstrom\branner01,22,OTT,D,39,0,8,8,-18,24,0.5,0,0,0,0,3,5,0,66,0,757,19:24,37,33,0,0,
97,Derick Brassard\brassde01,34,TOT,C,37,8,10,18,5,12,1.9,7,1,0,1,9,1,0,54,14.8,510,13:47,5,71,166,156,51.6
97,Derick Brassard\brassde01,34,PHI,C,31,6,10,16,6,10,1.7,5,1,0,0,9,1,0,46,13,445,14:22,4,61,158,150,51.3
97,Derick Brassard\brassde01,34,EDM,C,6,2,0,2,-1,2,0.2,2,0,0,1,0,0,0,8,25,65,10:46,1,10,8,6,57.1
98,Jesper Bratt\brattje01,23,NJD,W,64,22,43,65,1,16,6.7,19,3,0,6,28,15,0,178,12.4,1112,17:22,24,22,0,3,0
99,Justin Braun\braunju01,34,TOT,D,63,5,11,16,0,36,3.3,5,0,0,0,11,0,0,69,7.2,1251,19:51,114,82,0,0,
99,Justin Braun\braunju01,34,PHI,D,61,5,11,16,3,36,3.5,5,0,0,0,11,0,0,67,7.5,1222,20:02,114,79,0,0,
99,Justin Braun\braunju01,34,NYR,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0,29,14:27,0,3,0,0,
100,Guillaume Brisebois\brisegu01,24,VAN,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,4,4:13,1,0,0,0,
