,Player,Tm,Salary,Cap Hit,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH,Pos_C,Pos_D,Pos_F,Pos_LW,Pos_RW,Pos_W
271,Zack Kassian,EDM,"2,500,000","3,200,000",450.0,31.0,46.0,5.0,11.0,16.0,-1.0,47.0,1.0,3.0,2.0,0.0,1.0,11.0,0.0,0.0,48.0,10.4,560.0,6.0,133.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
272,Brad Marchand,BOS,"2,500,000","6,125,000",569.0,33.0,57.0,31.0,40.0,71.0,12.0,81.0,8.6,22.0,7.0,2.0,6.0,21.0,19.0,0.0,196.0,15.8,1094.0,17.0,64.0,10.0,17.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
273,Brandon Carlo,BOS,"2,500,000","4,100,000",125.0,25.0,66.0,5.0,9.0,14.0,6.0,27.0,3.7,5.0,0.0,0.0,0.0,8.0,1.0,0.0,114.0,4.4,1304.0,92.0,110.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
274,Radko Gudas,FLA,"2,500,000","2,500,000",334.0,31.0,67.0,2.0,12.0,14.0,26.0,92.0,3.2,2.0,0.0,0.0,0.0,12.0,0.0,0.0,91.0,2.2,1227.0,104.0,315.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,William Nylander,TOR,"2,500,000","6,962,366",656.0,25.0,68.0,26.0,38.0,64.0,-15.0,12.0,5.9,16.0,10.0,0.0,5.0,22.0,16.0,0.0,217.0,12.0,1240.0,24.0,16.0,20.0,19.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
276,Rickard Rakell,PIT,"2,470,000","2,463,139",734.0,28.0,38.666666666666664,12.666666666666666,9.333333333333334,22.0,-5.333333333333333,5.333333333333333,2.1333333333333333,9.333333333333334,3.3333333333333335,0.0,0.6666666666666666,6.0,3.3333333333333335,0.0,101.33333333333333,14.366666666666667,699.0,26.666666666666668,48.666666666666664,23.333333333333332,28.666666666666668,46.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
277,Andrew Mangiapane,CGY,"2,450,000","2,425,000",566.0,25.0,68.0,30.0,15.0,45.0,17.0,30.0,6.1,21.0,7.0,2.0,7.0,12.0,2.0,1.0,158.0,19.0,1078.0,30.0,58.0,21.0,25.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
278,Jordan Kyrou,STL,"2,400,000","2,800,000",497.0,23.0,61.0,22.0,40.0,62.0,8.0,18.0,6.5,18.0,4.0,0.0,3.0,28.0,11.0,1.0,149.0,14.8,1017.0,20.0,4.0,6.0,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
279,Robert Thomas,STL,"2,400,000","2,800,000",895.0,22.0,58.0,15.0,42.0,57.0,7.0,12.0,5.2,12.0,1.0,2.0,4.0,32.0,9.0,1.0,87.0,17.2,1095.0,18.0,13.0,453.0,444.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
280,Dante Fabbro,NSH,"2,400,000","2,400,000",255.0,23.0,53.0,1.0,17.0,18.0,16.0,22.0,3.7,1.0,0.0,0.0,0.0,17.0,0.0,0.0,69.0,1.4,1014.0,76.0,48.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
281,Casey Mittelstadt,BUF,"2,400,000","2,500,000",620.0,23.0,28.0,3.0,11.0,14.0,-13.0,2.0,0.5,2.0,1.0,0.0,0.0,6.0,5.0,0.0,54.0,5.6,450.0,10.0,9.0,146.0,177.0,45.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282,Henri Jokiharju,BUF,"2,400,000","2,500,000",424.0,22.0,48.0,3.0,12.0,15.0,-4.0,16.0,2.6,3.0,0.0,0.0,0.0,10.0,2.0,0.0,61.0,4.9,1047.0,47.0,54.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
283,Luke Kunin,NSH,"2,300,000","2,300,000",490.0,24.0,68.0,12.0,8.0,20.0,-6.0,61.0,1.2,12.0,0.0,0.0,0.0,6.0,2.0,0.0,109.0,11.0,976.0,47.0,202.0,33.0,50.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
284,Dmitry Kulikov,MIN,"2,250,000","2,250,000",489.0,31.0,66.0,5.0,16.0,21.0,15.0,33.0,3.7,5.0,0.0,0.0,1.0,16.0,0.0,0.0,53.0,9.4,1173.0,80.0,79.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285,Erik Haula,BOS,"2,250,000","2,375,000",363.0,30.0,65.0,12.0,23.0,35.0,12.0,41.0,3.5,10.0,2.0,0.0,2.0,21.0,2.0,0.0,115.0,10.4,965.0,31.0,107.0,335.0,316.0,51.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,Josh Manson,COL,"2,225,000","2,050,000",567.0,30.0,36.0,2.6666666666666665,4.0,6.666666666666667,-2.0,38.0,1.5333333333333332,2.6666666666666665,0.0,0.0,0.0,4.0,0.0,0.0,49.333333333333336,4.0,691.6666666666666,36.666666666666664,97.33333333333333,0.0,0.0,,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
287,Tyler Pitlick,MTL,"2,200,000","1,750,000",713.0,30.0,19.333333333333332,0.0,2.0,2.0,-2.6666666666666665,1.3333333333333333,-0.26666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.666666666666666,0.0,212.0,10.666666666666666,40.0,0.6666666666666666,2.6666666666666665,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
288,Troy Stecher,LAK,"2,200,000","1,700,000",857.0,27.0,15.333333333333334,0.6666666666666666,0.6666666666666666,1.3333333333333333,-2.6666666666666665,7.333333333333333,0.2333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,26.0,2.3,246.66666666666666,18.666666666666668,19.333333333333332,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
289,Zemgus Girgensons,BUF,"2,200,000","2,200,000",312.0,28.0,44.0,10.0,6.0,16.0,-5.0,25.0,1.4,7.0,3.0,0.0,1.0,5.0,1.0,0.0,75.0,13.3,656.0,17.0,70.0,109.0,114.0,48.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
290,Dillon Dube,CGY,"2,200,000","2,300,000",222.0,23.0,65.0,10.0,12.0,22.0,-5.0,18.0,1.5,9.0,0.0,1.0,0.0,10.0,1.0,1.0,122.0,8.2,824.0,12.0,66.0,76.0,92.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
291,Ilya Mikheyev,TOR,"2,190,000","1,645,000",612.0,27.0,39.0,15.0,7.0,22.0,12.0,18.0,3.0,9.0,2.0,4.0,4.0,6.0,1.0,0.0,113.0,13.3,585.0,12.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
292,Milan Lucic,CGY,"2,187,500","5,250,000",543.0,33.0,68.0,10.0,10.0,20.0,-5.0,73.0,1.3,8.0,2.0,0.0,0.0,9.0,1.0,0.0,82.0,12.2,854.0,20.0,165.0,11.0,10.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
293,Ryan Reaves,NYR,"2,125,000","1,750,000",744.0,35.0,60.0,3.0,8.0,11.0,-12.0,41.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,38.0,7.9,631.0,11.0,244.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
294,Marcus Foligno,MIN,"2,100,000","3,100,000",272.0,30.0,64.0,20.0,16.0,36.0,22.0,105.0,4.0,16.0,4.0,0.0,3.0,14.0,2.0,0.0,85.0,23.5,1067.0,38.0,207.0,10.0,8.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
295,Warren Foegele,EDM,"2,100,000","2,750,000",270.0,25.0,70.0,9.0,14.0,23.0,-11.0,22.0,1.0,7.0,2.0,0.0,3.0,13.0,1.0,0.0,119.0,7.6,900.0,14.0,108.0,12.0,15.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
296,Duncan Keith,EDM,"2,100,000","5,538,462",455.0,38.0,52.0,1.0,18.0,19.0,6.0,20.0,2.9,1.0,0.0,0.0,1.0,16.0,2.0,0.0,70.0,1.4,1041.0,84.0,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
297,Nick Bonino,SJS,"2,050,000","2,050,000",84.0,33.0,66.0,9.0,9.0,18.0,-24.0,14.0,0.3,7.0,2.0,0.0,0.0,5.0,4.0,0.0,107.0,8.4,1097.0,85.0,27.0,445.0,418.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
298,P.K. Subban,NJD,"2,000,000","9,000,000",876.0,32.0,66.0,5.0,16.0,21.0,-8.0,78.0,3.1,5.0,0.0,0.0,1.0,15.0,0.0,1.0,106.0,4.7,1217.0,77.0,64.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
299,Joel Armia,MTL,"2,000,000","3,400,000",21.0,28.0,53.0,4.0,8.0,12.0,-17.0,14.0,-0.2,2.0,1.0,1.0,0.0,6.0,2.0,0.0,85.0,4.7,724.0,23.0,95.0,2.0,12.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
300,Jake Allen,MTL,"2,000,000","2,875,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Nazem Kadri,COL,"2,000,000","4,500,000",438.0,31.0,65.0,26.0,57.0,83.0,18.0,71.0,8.8,18.0,8.0,0.0,6.0,37.0,20.0,0.0,228.0,11.4,1249.0,16.0,51.0,544.0,545.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
302,Ryan Murray,COL,"2,000,000","2,000,000",631.0,28.0,37.0,0.0,4.0,4.0,-3.0,2.0,0.4,0.0,0.0,0.0,0.0,3.0,0.0,1.0,26.0,0.0,521.0,41.0,32.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
303,Miro Heiskanen,DAL,"2,000,000","8,450,000",372.0,22.0,56.0,4.0,26.0,30.0,2.0,20.0,5.3,2.0,2.0,0.0,1.0,20.0,6.0,0.0,121.0,3.3,1389.0,78.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
304,Jesper Fast,CAR,"2,000,000","2,000,000",260.0,30.0,69.0,11.0,14.0,25.0,14.0,4.0,2.4,10.0,1.0,0.0,1.0,12.0,1.0,1.0,80.0,13.8,1018.0,31.0,94.0,6.0,13.0,31.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
305,Nick Cousins,NSH,"2,000,000","1,500,000",171.0,28.0,55.0,7.0,12.0,19.0,-5.0,19.0,1.1,4.0,3.0,0.0,1.0,11.0,1.0,0.0,88.0,8.0,695.0,21.0,57.0,18.0,22.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
306,Mark Borowiecki,NSH,"2,000,000","2,000,000",89.0,32.0,44.0,0.0,2.0,2.0,1.0,114.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,573.0,59.0,146.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
307,Dean Kukan,CBJ,"2,000,000","1,650,000",487.0,28.0,37.0,3.0,7.0,10.0,-1.0,14.0,1.5,3.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,7.7,601.0,31.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
308,Tyler Myers,VAN,"2,000,000","6,000,000",634.0,31.0,70.0,1.0,14.0,15.0,11.0,54.0,4.1,1.0,0.0,0.0,0.0,13.0,1.0,0.0,109.0,0.9,1555.0,135.0,127.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
309,Mattias Janmark,VEG,"2,000,000","2,000,000",406.0,29.0,56.0,9.0,11.0,20.0,2.0,21.0,1.6,7.0,0.0,2.0,1.0,10.0,0.0,1.0,72.0,12.5,806.0,24.0,17.0,10.0,16.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310,Alex Pietrangelo,VEG,"2,000,000","8,800,000",708.0,32.0,69.0,13.0,27.0,40.0,5.0,40.0,7.0,9.0,3.0,1.0,0.0,17.0,7.0,3.0,199.0,6.5,1719.0,144.0,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
311,Brayden McNabb,VEG,"2,000,000","2,500,000",599.0,31.0,58.0,2.0,10.0,12.0,8.0,36.0,2.9,2.0,0.0,0.0,0.0,9.0,0.0,1.0,65.0,3.1,1141.0,154.0,121.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,Marc Staal,DET,"2,000,000","2,000,000",853.0,35.0,60.0,3.0,12.0,15.0,6.0,24.0,3.1,3.0,0.0,0.0,1.0,12.0,0.0,0.0,66.0,4.5,1026.0,65.0,74.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,Filip Chytil,NYR,"2,000,000","2,300,000",150.0,22.0,58.0,7.0,12.0,19.0,-5.0,12.0,1.2,7.0,0.0,0.0,1.0,11.0,1.0,0.0,113.0,6.2,760.0,23.0,19.0,124.0,165.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
314,Jacob Trouba,NYR,"2,000,000","8,000,000",918.0,27.0,70.0,10.0,24.0,34.0,20.0,80.0,7.7,9.0,1.0,0.0,1.0,20.0,3.0,1.0,181.0,5.5,1579.0,153.0,190.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
315,Ryan Lindgren,NYR,"2,000,000","3,000,000",533.0,23.0,67.0,4.0,9.0,13.0,13.0,46.0,4.3,4.0,0.0,0.0,1.0,9.0,0.0,0.0,62.0,6.5,1353.0,126.0,115.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
316,Igor Shesterkin,NYR,"2,000,000","5,666,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Kyle Okposo,BUF,"2,000,000","6,000,000",664.0,33.0,64.0,18.0,23.0,41.0,-12.0,39.0,3.8,11.0,6.0,1.0,1.0,17.0,6.0,0.0,157.0,11.5,1083.0,15.0,51.0,85.0,81.0,51.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
318,Ilya Samsonov,WSH,"2,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Teddy Blueger,PIT,"2,000,000","2,200,000",80.0,27.0,53.0,9.0,12.0,21.0,8.0,6.0,1.9,8.0,0.0,1.0,0.0,11.0,0.0,1.0,80.0,11.3,808.0,21.0,75.0,306.0,256.0,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
