,Player,Tm,Salary,Cap Hit,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Pos_C,Pos_D,Pos_F,Pos_LW,Pos_RW,Pos_W,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH
46,Jesperi Kotkaniemi,CAR,"6,100,015","6,100,035",479.0,21.0,63.0,11.0,15.0,26.0,5.0,37.0,2.5,11.0,0.0,0.0,3.0,11.0,4.0,0.0,79.0,13.9,751.0,15.0,67.0,159.0,151.0,51.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Gabriel Landeskog,COL,"6,000,000","7,000,000",507.0,29.0,51.0,30.0,29.0,59.0,27.0,78.0,7.6,23.0,7.0,0.0,5.0,21.0,8.0,0.0,150.0,20.0,1036.0,34.0,94.0,241.0,198.0,54.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Erik Johnson,COL,"6,000,000","6,000,000",418.0,33.0,69.0,6.0,15.0,21.0,19.0,22.0,4.5,5.0,0.0,1.0,1.0,13.0,1.0,1.0,123.0,4.9,1198.0,117.0,148.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Logan Couture,SJS,"6,000,000","8,000,000",172.0,32.0,63.0,22.0,26.0,48.0,-8.0,18.0,5.0,15.0,5.0,2.0,3.0,17.0,8.0,1.0,166.0,13.3,1193.0,46.0,81.0,508.0,534.0,48.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,John Klingberg,DAL,"6,000,000","4,250,000",468.0,29.0,61.0,5.0,35.0,40.0,-15.0,30.0,5.0,4.0,1.0,0.0,2.0,19.0,16.0,0.0,115.0,4.3,1365.0,62.0,42.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Jordan Staal,CAR,"6,000,000","6,000,000",852.0,33.0,67.0,8.0,16.0,24.0,6.0,16.0,1.5,7.0,1.0,0.0,1.0,15.0,1.0,0.0,123.0,6.5,1123.0,28.0,189.0,641.0,478.0,57.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Jaccob Slavin,CAR,"6,000,000","5,300,000",833.0,27.0,67.0,3.0,34.0,37.0,24.0,10.0,7.4,2.0,1.0,0.0,0.0,26.0,6.0,2.0,133.0,2.3,1584.0,109.0,43.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Filip Forsberg,NSH,"6,000,000","6,000,000",278.0,27.0,55.0,38.0,29.0,67.0,12.0,18.0,8.8,31.0,7.0,0.0,8.0,17.0,12.0,0.0,167.0,22.8,986.0,38.0,85.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Gustav Nyquist,CBJ,"6,000,000","5,500,000",657.0,32.0,69.0,17.0,24.0,41.0,-13.0,20.0,3.0,10.0,3.0,4.0,0.0,21.0,3.0,0.0,98.0,17.3,1200.0,44.0,35.0,12.0,15.0,44.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,J.T. Miller,VAN,"6,000,000","5,250,000",616.0,28.0,68.0,29.0,53.0,82.0,5.0,39.0,8.9,22.0,7.0,0.0,6.0,25.0,26.0,2.0,181.0,16.0,1427.0,46.0,152.0,544.0,478.0,53.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,Nate Schmidt,WPG,"6,000,000","5,950,000",799.0,30.0,66.0,4.0,27.0,31.0,-1.0,10.0,4.3,3.0,1.0,0.0,1.0,16.0,10.0,1.0,97.0,4.1,1337.0,89.0,34.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,James van Riemsdyk,PHI,"6,000,000","7,000,000",927.0,32.0,69.0,17.0,13.0,30.0,-32.0,23.0,1.8,10.0,7.0,0.0,4.0,13.0,0.0,0.0,149.0,11.4,1112.0,21.0,27.0,8.0,10.0,44.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Charlie Coyle,BOS,"6,000,000","5,250,000",174.0,29.0,68.0,15.0,24.0,39.0,-4.0,32.0,3.2,12.0,3.0,0.0,4.0,17.0,6.0,1.0,102.0,14.7,1183.0,37.0,78.0,438.0,471.0,48.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Teuvo Teravainen,CAR,"5,875,000","5,400,000",891.0,27.0,64.0,18.0,39.0,57.0,20.0,20.0,6.1,8.0,8.0,2.0,1.0,17.0,21.0,1.0,175.0,10.3,1154.0,26.0,15.0,22.0,19.0,53.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Elias Lindholm,CGY,"5,850,000","4,850,000",534.0,27.0,68.0,34.0,35.0,69.0,46.0,16.0,9.4,24.0,9.0,1.0,7.0,25.0,9.0,1.0,188.0,18.1,1352.0,41.0,49.0,694.0,612.0,53.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Adam Henrique,ANA,"5,825,000","5,825,000",374.0,31.0,47.0,14.0,19.0,33.0,1.0,8.0,3.5,10.0,4.0,0.0,0.0,15.0,4.0,0.0,116.0,12.1,805.0,40.0,19.0,209.0,169.0,55.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Bo Horvat,VAN,"5,775,000","5,500,000",392.0,26.0,65.0,27.0,18.0,45.0,1.0,38.0,5.2,15.0,11.0,1.0,3.0,13.0,5.0,0.0,177.0,15.3,1275.0,43.0,87.0,782.0,594.0,56.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,Adam Pelech,NYI,"5,750,000","5,750,000",691.0,27.0,64.0,3.0,24.0,27.0,22.0,12.0,6.3,3.0,0.0,0.0,0.0,23.0,0.0,1.0,85.0,3.5,1364.0,104.0,86.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Colton Parayko,STL,"5,625,000","5,500,000",679.0,28.0,66.0,6.0,21.0,27.0,8.0,14.0,4.6,6.0,0.0,0.0,2.0,20.0,1.0,0.0,116.0,5.2,1588.0,148.0,69.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Darnell Nurse,EDM,"5,600,000","5,600,000",654.0,26.0,63.0,8.0,23.0,31.0,14.0,50.0,5.6,7.0,0.0,1.0,0.0,17.0,6.0,0.0,184.0,4.3,1604.0,118.0,179.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Erik Karlsson,SJS,"5,500,000","11,500,000",447.0,31.0,45.0,10.0,23.0,33.0,-11.0,14.0,5.0,10.0,0.0,0.0,2.0,14.0,9.0,0.0,106.0,9.4,1050.0,43.0,16.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Tyler Johnson,CHI,"5,500,000","5,000,000",421.0,31.0,17.0,1.0,2.0,3.0,-9.0,10.0,-0.2,1.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,5.3,214.0,5.0,25.0,26.0,18.0,59.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Nino Niederreiter,CAR,"5,475,000","5,250,000",644.0,29.0,62.0,21.0,14.0,35.0,18.0,20.0,4.6,17.0,4.0,0.0,4.0,13.0,1.0,0.0,120.0,17.5,913.0,14.0,96.0,11.0,18.0,37.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Andre Burakovsky,COL,"5,400,000","4,900,000",115.0,26.0,67.0,19.0,30.0,49.0,13.0,16.0,5.0,15.0,4.0,0.0,4.0,25.0,5.0,0.0,120.0,15.8,1085.0,28.0,40.0,8.0,12.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Seth Jones,CHI,"5,400,000","5,400,000",428.0,27.0,66.0,5.0,42.0,47.0,-33.0,26.0,4.8,5.0,0.0,0.0,0.0,23.0,18.0,1.0,165.0,3.0,1724.0,138.0,82.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Calvin de Haan,CHI,"5,400,000","4,550,000",193.0,30.0,64.0,3.0,4.0,7.0,-18.0,31.0,1.2,3.0,0.0,0.0,0.0,4.0,0.0,0.0,102.0,2.9,1219.0,163.0,135.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Rasmus Ristolainen,PHI,"5,400,000","5,400,000",756.0,27.0,62.0,2.0,14.0,16.0,-11.0,36.0,2.3,2.0,0.0,0.0,0.0,13.0,1.0,0.0,93.0,2.2,1335.0,121.0,219.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Mikael Backlund,CGY,"5,350,000","5,350,000",29.0,32.0,68.0,12.0,21.0,33.0,15.0,20.0,2.9,12.0,0.0,0.0,1.0,17.0,4.0,0.0,175.0,6.9,1172.0,24.0,54.0,515.0,515.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Jakob Chychrun,ARI,"5,300,000","4,600,000",149.0,23.0,47.0,7.0,14.0,21.0,-20.0,47.0,2.3,6.0,1.0,0.0,2.0,14.0,0.0,0.0,141.0,5.0,1080.0,66.0,51.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Anthony Mantha,WSH,"5,300,000","5,700,000",568.0,27.0,24.0,7.0,7.0,14.0,-2.0,12.0,1.4,7.0,0.0,0.0,0.0,5.0,2.0,0.0,58.0,12.1,366.0,14.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,Ondrej Palat,TBL,"5,300,000","5,300,000",674.0,30.0,63.0,15.0,22.0,37.0,7.0,18.0,3.5,14.0,1.0,0.0,5.0,16.0,5.0,1.0,118.0,12.7,1059.0,34.0,99.0,1.0,11.0,8.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Patric Hornqvist,FLA,"5,300,000","5,300,000",391.0,35.0,53.0,10.0,14.0,24.0,-2.0,13.0,1.7,7.0,3.0,0.0,0.0,10.0,4.0,0.0,135.0,7.4,678.0,15.0,98.0,7.0,13.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cam Atkinson,PHI,"5,275,000","5,875,000",26.0,32.0,69.0,23.0,27.0,50.0,2.0,10.0,5.3,18.0,2.0,3.0,6.0,24.0,3.0,0.0,206.0,11.2,1275.0,44.0,18.0,4.0,11.0,26.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Travis Konecny,PHI,"5,250,000","5,500,000",475.0,24.0,66.0,12.0,31.0,43.0,-19.0,51.0,3.0,9.0,3.0,0.0,2.0,24.0,7.0,0.0,178.0,6.7,1154.0,29.0,75.0,9.0,14.0,39.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Shea Theodore,VEG,"5,200,000","5,200,000",894.0,26.0,67.0,11.0,30.0,41.0,0.0,22.0,6.4,10.0,1.0,0.0,4.0,20.0,10.0,0.0,165.0,6.7,1560.0,83.0,30.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,Ryan Pulock,NYI,"5,160,000","5,000,000",726.0,27.0,43.0,3.0,13.0,16.0,3.0,2.0,3.2,3.0,0.0,0.0,0.0,10.0,2.0,1.0,82.0,3.7,893.0,109.0,65.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Tyler Toffoli,CGY,"5,125,000","4,250,000",910.0,29.0,40.0,12.0,17.333333333333332,29.333333333333332,-4.666666666666667,5.333333333333333,2.8000000000000003,6.0,5.333333333333333,0.6666666666666666,0.6666666666666666,12.0,4.666666666666667,0.6666666666666666,109.33333333333333,11.366666666666667,666.0,14.0,46.0,8.666666666666666,7.333333333333333,55.13333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
83,Kevin Fiala,MIN,"5,100,000","5,100,000",264.0,25.0,68.0,23.0,38.0,61.0,14.0,32.0,6.2,19.0,4.0,0.0,4.0,31.0,7.0,0.0,213.0,10.8,1178.0,18.0,43.0,3.0,10.0,23.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Alex DeBrincat,CHI,"5,100,000","6,400,000",196.0,24.0,70.0,39.0,28.0,67.0,-15.0,17.0,7.6,25.0,14.0,0.0,5.0,15.0,13.0,0.0,227.0,17.2,1444.0,31.0,88.0,18.0,32.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Christian Dvorak,MTL,"5,075,000","4,450,000",232.0,25.0,43.0,9.0,11.0,20.0,-16.0,24.0,1.1,8.0,1.0,0.0,1.0,8.0,3.0,0.0,71.0,12.7,760.0,46.0,27.0,430.0,336.0,56.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Damon Severson,NJD,"5,050,000","4,166,666",812.0,27.0,67.0,10.0,29.0,39.0,-20.0,51.0,4.9,5.0,5.0,0.0,0.0,18.0,10.0,1.0,142.0,7.0,1588.0,77.0,73.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Kirill Kaprizov,MIN,"5,000,000","9,000,000",446.0,24.0,67.0,39.0,46.0,85.0,21.0,26.0,10.2,29.0,10.0,0.0,4.0,33.0,13.0,0.0,240.0,16.3,1267.0,25.0,69.0,2.0,3.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Jared Spurgeon,MIN,"5,000,000","7,575,000",851.0,32.0,53.0,6.0,26.0,32.0,25.0,10.0,5.6,6.0,0.0,0.0,1.0,14.0,12.0,0.0,91.0,6.6,1124.0,66.0,36.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Alex Goligoski,MIN,"5,000,000","5,000,000",316.0,36.0,60.0,2.0,27.0,29.0,37.0,32.0,5.8,2.0,0.0,0.0,0.0,23.0,4.0,0.0,68.0,2.9,1138.0,81.0,48.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Nick Schmaltz,ARI,"5,000,000","5,850,000",798.0,25.0,50.0,20.0,28.0,48.0,7.0,8.0,5.4,17.0,3.0,0.0,4.0,24.0,4.0,0.0,95.0,21.1,885.0,23.0,12.0,91.0,111.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Brendan Gallagher,MTL,"5,000,000","6,500,000",293.0,29.0,43.0,5.0,9.0,14.0,-11.0,49.0,0.4,1.0,4.0,0.0,0.0,9.0,0.0,0.0,110.0,4.5,654.0,23.0,43.0,10.0,20.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Jeff Petry,MTL,"5,000,000","6,250,000",703.0,34.0,57.0,4.0,12.0,16.0,-10.0,30.0,2.3,4.0,0.0,0.0,0.0,10.0,1.0,1.0,92.0,4.3,1269.0,93.0,124.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Samuel Girard,COL,"5,000,000","5,000,000",311.0,23.0,56.0,5.0,22.0,27.0,1.0,18.0,3.7,5.0,0.0,0.0,1.0,15.0,7.0,0.0,65.0,7.7,1217.0,77.0,50.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
